old_goodfire_label,paper_row_count,paper_sources,paper_tasks,paper_conditions,candidate_rank,candidate_feature_index,candidate_neuronpedia_label,candidate_cosine_similarity,candidate_confidence_bucket,candidate_explanation_model,candidate_explanation_type,candidate_neuronpedia_api_url,match_status,search_query,search_endpoint,search_error
Logic for detecting and handling draw states in games and programs,40,lottery,safe_risky_choice,slightly_prompting,4,48121,implements game logic,0.5080482306136735,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/48121,approximate_neuronpedia_explanation_search,Logic for detecting and handling draw states in games and programs,https://www.neuronpedia.org/api/explanation/search,
Logic for detecting and handling draw states in games and programs,40,lottery,safe_risky_choice,slightly_prompting,5,4216,movement in games,0.48175902696699247,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/4216,approximate_neuronpedia_explanation_search,Logic for detecting and handling draw states in games and programs,https://www.neuronpedia.org/api/explanation/search,
Loop iteration variables and mathematical comparisons in code,17,lottery,safe_risky_choice,baseline,1,41800,conditional statements and loops,0.6986328257694631,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/41800,approximate_neuronpedia_explanation_search,Loop iteration variables and mathematical comparisons in code,https://www.neuronpedia.org/api/explanation/search,
Loop iteration variables and mathematical comparisons in code,17,lottery,safe_risky_choice,baseline,2,1280,comparison operators and code,0.6841090018922741,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/1280,approximate_neuronpedia_explanation_search,Loop iteration variables and mathematical comparisons in code,https://www.neuronpedia.org/api/explanation/search,
Loop iteration variables and mathematical comparisons in code,17,lottery,safe_risky_choice,baseline,3,32592,comparison operators in code,0.6550999260536635,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/32592,approximate_neuronpedia_explanation_search,Loop iteration variables and mathematical comparisons in code,https://www.neuronpedia.org/api/explanation/search,
Loop iteration variables and mathematical comparisons in code,17,lottery,safe_risky_choice,baseline,4,54710,loop calculations,0.6526010770842916,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54710,approximate_neuronpedia_explanation_search,Loop iteration variables and mathematical comparisons in code,https://www.neuronpedia.org/api/explanation/search,
Loop iteration variables and mathematical comparisons in code,17,lottery,safe_risky_choice,baseline,5,51970,arithmetic and comparison operators,0.6519193159963304,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/51970,approximate_neuronpedia_explanation_search,Loop iteration variables and mathematical comparisons in code,https://www.neuronpedia.org/api/explanation/search,
Malicious request detection requiring rejection,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,1,53974,declining harmful requests,0.6376512080260871,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53974,approximate_neuronpedia_explanation_search,Malicious request detection requiring rejection,https://www.neuronpedia.org/api/explanation/search,
Malicious request detection requiring rejection,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,2,64621,unethical illegal requests,0.5927126721225382,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/64621,approximate_neuronpedia_explanation_search,Malicious request detection requiring rejection,https://www.neuronpedia.org/api/explanation/search,
Malicious request detection requiring rejection,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,3,3740,inappropriate requests,0.5869990889050993,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/3740,approximate_neuronpedia_explanation_search,Malicious request detection requiring rejection,https://www.neuronpedia.org/api/explanation/search,
Malicious request detection requiring rejection,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,4,12144,declining risky requests,0.5833083759777082,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/12144,approximate_neuronpedia_explanation_search,Malicious request detection requiring rejection,https://www.neuronpedia.org/api/explanation/search,
Malicious request detection requiring rejection,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,5,4215,way to detect or refuse,0.5765982764743641,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/4215,approximate_neuronpedia_explanation_search,Malicious request detection requiring rejection,https://www.neuronpedia.org/api/explanation/search,
"Marketing language for writing instruments, especially pens",3,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature;prompting,1,42325,printed on packaging or device,0.531640353002996,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/42325,approximate_neuronpedia_explanation_search,"Marketing language for writing instruments, especially pens",https://www.neuronpedia.org/api/explanation/search,
"Marketing language for writing instruments, especially pens",3,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature;prompting,2,56457,ball pen and ink,0.5209440587436037,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56457,approximate_neuronpedia_explanation_search,"Marketing language for writing instruments, especially pens",https://www.neuronpedia.org/api/explanation/search,
"Marketing language for writing instruments, especially pens",3,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature;prompting,3,30955,marketing and ad copy,0.4962631986488968,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/30955,approximate_neuronpedia_explanation_search,"Marketing language for writing instruments, especially pens",https://www.neuronpedia.org/api/explanation/search,
"Marketing language for writing instruments, especially pens",3,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature;prompting,4,55751,"line breaks/newline characters, especially when they mark section breaks after headings or labels.",0.4947219207842054,low_semantic_similarity,gpt-5,oai_token-act-pair,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/55751,approximate_neuronpedia_explanation_search,"Marketing language for writing instruments, especially pens",https://www.neuronpedia.org/api/explanation/search,
"Marketing language for writing instruments, especially pens",3,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,baseline;high_temperature;prompting,5,37128,product names and tech terms,0.49093544605794615,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/37128,approximate_neuronpedia_explanation_search,"Marketing language for writing instruments, especially pens",https://www.neuronpedia.org/api/explanation/search,
Mathematical reasoning statements introducing calculated results,21,lottery,safe_risky_choice,baseline,1,37201,mathematical result calculation,0.6868088332491006,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/37201,approximate_neuronpedia_explanation_search,Mathematical reasoning statements introducing calculated results,https://www.neuronpedia.org/api/explanation/search,
Mathematical reasoning statements introducing calculated results,21,lottery,safe_risky_choice,baseline,2,44433,mathematical results and sums,0.6461202109823523,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/44433,approximate_neuronpedia_explanation_search,Mathematical reasoning statements introducing calculated results,https://www.neuronpedia.org/api/explanation/search,
Mathematical reasoning statements introducing calculated results,21,lottery,safe_risky_choice,baseline,3,46769,mathematical calculations,0.6138727659629567,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46769,approximate_neuronpedia_explanation_search,Mathematical reasoning statements introducing calculated results,https://www.neuronpedia.org/api/explanation/search,
Mathematical reasoning statements introducing calculated results,21,lottery,safe_risky_choice,baseline,4,1738,"logical deductions, proposed framework, mathematical expression",0.6101546689992698,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/1738,approximate_neuronpedia_explanation_search,Mathematical reasoning statements introducing calculated results,https://www.neuronpedia.org/api/explanation/search,
Mathematical reasoning statements introducing calculated results,21,lottery,safe_risky_choice,baseline,5,33623,numerical calculation results,0.5939358272303226,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/33623,approximate_neuronpedia_explanation_search,Mathematical reasoning statements introducing calculated results,https://www.neuronpedia.org/api/explanation/search,
Modal constructions expressing possibilities and hypotheticals,8,ultimatum,ultimatum_response,prompting,1,59418,modal verbs for possibility,0.7346994859881988,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59418,approximate_neuronpedia_explanation_search,Modal constructions expressing possibilities and hypotheticals,https://www.neuronpedia.org/api/explanation/search,
Modal constructions expressing possibilities and hypotheticals,8,ultimatum,ultimatum_response,prompting,2,14388,modal verbs and possibilities,0.7230613272157105,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14388,approximate_neuronpedia_explanation_search,Modal constructions expressing possibilities and hypotheticals,https://www.neuronpedia.org/api/explanation/search,
Modal constructions expressing possibilities and hypotheticals,8,ultimatum,ultimatum_response,prompting,3,34479,modals indicating outcomes,0.7044764512631259,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/34479,approximate_neuronpedia_explanation_search,Modal constructions expressing possibilities and hypotheticals,https://www.neuronpedia.org/api/explanation/search,
Modal constructions expressing possibilities and hypotheticals,8,ultimatum,ultimatum_response,prompting,4,5860,Expressing possibility or potential,0.7043595025410339,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/5860,approximate_neuronpedia_explanation_search,Modal constructions expressing possibilities and hypotheticals,https://www.neuronpedia.org/api/explanation/search,
Modal constructions expressing possibilities and hypotheticals,8,ultimatum,ultimatum_response,prompting,5,26692,conditional suggestions or hypotheticals,0.6982724467306195,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26692,approximate_neuronpedia_explanation_search,Modal constructions expressing possibilities and hypotheticals,https://www.neuronpedia.org/api/explanation/search,
Negotiation strategies and tactics being discussed,1182,ultimatum,ultimatum_response,baseline;prompting,1,54482,manipulative tactics and strategies,0.6867129015987619,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54482,approximate_neuronpedia_explanation_search,Negotiation strategies and tactics being discussed,https://www.neuronpedia.org/api/explanation/search,
Negotiation strategies and tactics being discussed,1182,ultimatum,ultimatum_response,baseline;prompting,2,55152,strategies can be used,0.6443148150793448,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/55152,approximate_neuronpedia_explanation_search,Negotiation strategies and tactics being discussed,https://www.neuronpedia.org/api/explanation/search,
Negotiation strategies and tactics being discussed,1182,ultimatum,ultimatum_response,baseline;prompting,3,56475,strategies and approaches,0.6426018046589828,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56475,approximate_neuronpedia_explanation_search,Negotiation strategies and tactics being discussed,https://www.neuronpedia.org/api/explanation/search,
Negotiation strategies and tactics being discussed,1182,ultimatum,ultimatum_response,baseline;prompting,4,30235,strategies to use,0.6249333481169647,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/30235,approximate_neuronpedia_explanation_search,Negotiation strategies and tactics being discussed,https://www.neuronpedia.org/api/explanation/search,
Negotiation strategies and tactics being discussed,1182,ultimatum,ultimatum_response,baseline;prompting,5,45730,methods and tactics,0.619228735769384,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/45730,approximate_neuronpedia_explanation_search,Negotiation strategies and tactics being discussed,https://www.neuronpedia.org/api/explanation/search,
Non-Latin script characters and text fragments,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,1,26932,Non-Latin text components,0.8228106291370069,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26932,approximate_neuronpedia_explanation_search,Non-Latin script characters and text fragments,https://www.neuronpedia.org/api/explanation/search,
Non-Latin script characters and text fragments,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,2,54042,special characters and non-latin scripts,0.7990941077276339,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54042,approximate_neuronpedia_explanation_search,Non-Latin script characters and text fragments,https://www.neuronpedia.org/api/explanation/search,
Non-Latin script characters and text fragments,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,3,19273,non-English script fragments,0.7740861319991207,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19273,approximate_neuronpedia_explanation_search,Non-Latin script characters and text fragments,https://www.neuronpedia.org/api/explanation/search,
Non-Latin script characters and text fragments,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,4,60215,Non-English characters and names,0.7699574971996465,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/60215,approximate_neuronpedia_explanation_search,Non-Latin script characters and text fragments,https://www.neuronpedia.org/api/explanation/search,
Non-Latin script characters and text fragments,1,product_innovation_folder,detailed_ways_to_use_a_brick,high_temperature,5,47224,non-English characters,0.7656968364875391,high_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/47224,approximate_neuronpedia_explanation_search,Non-Latin script characters and text fragments,https://www.neuronpedia.org/api/explanation/search,
Numbers and operators in structured data formats,214,lottery,safe_risky_choice,baseline;slightly_prompting,1,50628,numerical values and data types,0.6589779278802672,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/50628,approximate_neuronpedia_explanation_search,Numbers and operators in structured data formats,https://www.neuronpedia.org/api/explanation/search,
Numbers and operators in structured data formats,214,lottery,safe_risky_choice,baseline;slightly_prompting,2,17502,mathematical operations and numbers,0.6577190063823396,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/17502,approximate_neuronpedia_explanation_search,Numbers and operators in structured data formats,https://www.neuronpedia.org/api/explanation/search,
Numbers and operators in structured data formats,214,lottery,safe_risky_choice,baseline;slightly_prompting,3,65056,operators and programming constructs,0.6455341914862708,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/65056,approximate_neuronpedia_explanation_search,Numbers and operators in structured data formats,https://www.neuronpedia.org/api/explanation/search,
Numbers and operators in structured data formats,214,lottery,safe_risky_choice,baseline;slightly_prompting,4,41418,mathematical expressions with numbers and operators,0.6414046069666596,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/41418,approximate_neuronpedia_explanation_search,Numbers and operators in structured data formats,https://www.neuronpedia.org/api/explanation/search,
Numbers and operators in structured data formats,214,lottery,safe_risky_choice,baseline;slightly_prompting,5,38,number sequences and operators,0.6345498437463323,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/38,approximate_neuronpedia_explanation_search,Numbers and operators in structured data formats,https://www.neuronpedia.org/api/explanation/search,
Offensive request from the user,18,lottery;product_innovation_folder,improve_the_stapler_with_many_specific_enhancements;safe_risky_choice,baseline;high_temperature;prompting;slightly_prompting,1,3740,inappropriate requests,0.6551294850986958,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/3740,approximate_neuronpedia_explanation_search,Offensive request from the user,https://www.neuronpedia.org/api/explanation/search,
Offensive request from the user,18,lottery;product_innovation_folder,improve_the_stapler_with_many_specific_enhancements;safe_risky_choice,baseline;high_temperature;prompting;slightly_prompting,2,41774,user requests,0.6327313223177549,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/41774,approximate_neuronpedia_explanation_search,Offensive request from the user,https://www.neuronpedia.org/api/explanation/search,
Offensive request from the user,18,lottery;product_innovation_folder,improve_the_stapler_with_many_specific_enhancements;safe_risky_choice,baseline;high_temperature;prompting;slightly_prompting,3,18242,inappropriate content requests,0.6184731468851226,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/18242,approximate_neuronpedia_explanation_search,Offensive request from the user,https://www.neuronpedia.org/api/explanation/search,
Offensive request from the user,18,lottery;product_innovation_folder,improve_the_stapler_with_many_specific_enhancements;safe_risky_choice,baseline;high_temperature;prompting;slightly_prompting,4,64621,unethical illegal requests,0.6088440369629984,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/64621,approximate_neuronpedia_explanation_search,Offensive request from the user,https://www.neuronpedia.org/api/explanation/search,
Offensive request from the user,18,lottery;product_innovation_folder,improve_the_stapler_with_many_specific_enhancements;safe_risky_choice,baseline;high_temperature;prompting;slightly_prompting,5,6337,found offensive,0.6064211063446351,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/6337,approximate_neuronpedia_explanation_search,Offensive request from the user,https://www.neuronpedia.org/api/explanation/search,
Permission and authorization requirements in technical documentation,1400,lottery,safe_risky_choice,steering,1,65399,permission and authorization,0.6640499653175005,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/65399,approximate_neuronpedia_explanation_search,Permission and authorization requirements in technical documentation,https://www.neuronpedia.org/api/explanation/search,
Permission and authorization requirements in technical documentation,1400,lottery,safe_risky_choice,steering,2,11575,technical writer documentation,0.6283624500262591,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11575,approximate_neuronpedia_explanation_search,Permission and authorization requirements in technical documentation,https://www.neuronpedia.org/api/explanation/search,
Permission and authorization requirements in technical documentation,1400,lottery,safe_risky_choice,steering,3,18628,rights and permissions,0.6207414990317415,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/18628,approximate_neuronpedia_explanation_search,Permission and authorization requirements in technical documentation,https://www.neuronpedia.org/api/explanation/search,
Permission and authorization requirements in technical documentation,1400,lottery,safe_risky_choice,steering,4,8847,technical documentation or programming code,0.5706083460528969,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/8847,approximate_neuronpedia_explanation_search,Permission and authorization requirements in technical documentation,https://www.neuronpedia.org/api/explanation/search,
Permission and authorization requirements in technical documentation,1400,lottery,safe_risky_choice,steering,5,2849,official documentation and guidelines,0.5545325731311108,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/2849,approximate_neuronpedia_explanation_search,Permission and authorization requirements in technical documentation,https://www.neuronpedia.org/api/explanation/search,
Probability-based decision making scenarios with explicit numerical comparisons,5419,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,1,24435,predicting uncertain outcomes,0.623952288109383,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/24435,approximate_neuronpedia_explanation_search,Probability-based decision making scenarios with explicit numerical comparisons,https://www.neuronpedia.org/api/explanation/search,
Probability-based decision making scenarios with explicit numerical comparisons,5419,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,2,39047,relative comparisons and proportions,0.6067900186386982,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/39047,approximate_neuronpedia_explanation_search,Probability-based decision making scenarios with explicit numerical comparisons,https://www.neuronpedia.org/api/explanation/search,
Probability-based decision making scenarios with explicit numerical comparisons,5419,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,3,32526,numerical values and probabilities,0.6034362903339135,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/32526,approximate_neuronpedia_explanation_search,Probability-based decision making scenarios with explicit numerical comparisons,https://www.neuronpedia.org/api/explanation/search,
Probability-based decision making scenarios with explicit numerical comparisons,5419,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,4,32911,calculating specific probabilistic outcomes,0.6004676373702291,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/32911,approximate_neuronpedia_explanation_search,Probability-based decision making scenarios with explicit numerical comparisons,https://www.neuronpedia.org/api/explanation/search,
Probability-based decision making scenarios with explicit numerical comparisons,5419,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;prompting;slightly_prompting;steering,5,51174,"percentages, proportions, or probabilities",0.5680783904661411,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/51174,approximate_neuronpedia_explanation_search,Probability-based decision making scenarios with explicit numerical comparisons,https://www.neuronpedia.org/api/explanation/search,
Product descriptions of storage and organizational furniture,1,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,high_steering,1,4544,adjustable legs for storage,0.6196688649126549,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/4544,approximate_neuronpedia_explanation_search,Product descriptions of storage and organizational furniture,https://www.neuronpedia.org/api/explanation/search,
Product descriptions of storage and organizational furniture,1,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,high_steering,2,59446,"side table, desk organiser",0.5993298232484797,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59446,approximate_neuronpedia_explanation_search,Product descriptions of storage and organizational furniture,https://www.neuronpedia.org/api/explanation/search,
Product descriptions of storage and organizational furniture,1,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,high_steering,3,64015,product descriptions and items,0.5872464043870229,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/64015,approximate_neuronpedia_explanation_search,Product descriptions of storage and organizational furniture,https://www.neuronpedia.org/api/explanation/search,
Product descriptions of storage and organizational furniture,1,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,high_steering,4,16611,clothing and product descriptions,0.5705250180614102,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/16611,approximate_neuronpedia_explanation_search,Product descriptions of storage and organizational furniture,https://www.neuronpedia.org/api/explanation/search,
Product descriptions of storage and organizational furniture,1,product_innovation_folder,improve_the_stapler_with_many_specific_enhancements,high_steering,5,54595,A description of items,0.5470051386036144,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/54595,approximate_neuronpedia_explanation_search,Product descriptions of storage and organizational furniture,https://www.neuronpedia.org/api/explanation/search,
Professional courtesy and willingness to help in formal exchanges,855,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;slightly_prompting,1,12783,providing helpful responses and assistance,0.6177461806648933,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/12783,approximate_neuronpedia_explanation_search,Professional courtesy and willingness to help in formal exchanges,https://www.neuronpedia.org/api/explanation/search,
Professional courtesy and willingness to help in formal exchanges,855,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;slightly_prompting,2,25967,willingness to help or provide information,0.6006031591225698,medium_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/25967,approximate_neuronpedia_explanation_search,Professional courtesy and willingness to help in formal exchanges,https://www.neuronpedia.org/api/explanation/search,
Professional courtesy and willingness to help in formal exchanges,855,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;slightly_prompting,3,32375,respectful professional tone,0.5568381194473174,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/32375,approximate_neuronpedia_explanation_search,Professional courtesy and willingness to help in formal exchanges,https://www.neuronpedia.org/api/explanation/search,
Professional courtesy and willingness to help in formal exchanges,855,lottery;ultimatum,safe_risky_choice;ultimatum_response,baseline;slightly_prompting,4,1806,respectful professional tone,0.5568381194473174,low_semantic_similarity,gemini-2.5-flash-lite,np_acts-logits-general,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/1806,approximate_neuronpedia_explanation_search,Professional courtesy and willingness to help in formal exchanges,https://www.neuronpedia.org/api/explanation/search,
