dataset_kind,task,condition,reward,rank_scope,rank,feature_index,feature_label,mean_activation,n_response_units,source_output,neuronpedia_model,neuronpedia_source,label_source,neuronpedia_api_url
safe_risky,safe_risky_choice,slightly_prompting,145,condition_reward,10,48258,roles and fields,3.62998046875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/48258
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,1,3165,multiples and comparisons,5.12294921875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/3165
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,2,13951,sum of products for game outcomes,4.97421875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,3,11007,"gar, gu, guarantee, assure",4.53203125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,4,59931,modifying with slightly,4.448828125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,5,46963,expressing certainty,4.4015625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,6,14573,"as having, more interested",4.0212890625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,7,20504,safe contexts,3.946875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20504
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,8,20906,taking risks and responsibility,3.885546875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,9,53370,rewarding positive outcomes,3.821484375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,150,condition_reward,10,17968,potential risks and consequences,3.783984375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/17968
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,1,13951,sum of products for game outcomes,5.05390625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,2,59931,modifying with slightly,4.8734375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,3,11007,"gar, gu, guarantee, assure",4.708984375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,4,19556,personality traits,4.48359375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,5,46963,expressing certainty,4.20625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,6,20906,taking risks and responsibility,4.1078125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,7,53370,rewarding positive outcomes,3.963671875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,8,26699,making a choice,3.6875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,9,14573,"as having, more interested",3.6193359375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,slightly_prompting,155,condition_reward,10,47380,user's choice or preference,3.59375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/47380
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,1,13951,sum of products for game outcomes,5.096875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,2,59931,modifying with slightly,4.78671875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,3,19556,personality traits,4.625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,4,11007,"gar, gu, guarantee, assure",4.576171875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,5,20906,taking risks and responsibility,4.13984375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,6,46963,expressing certainty,4.119921875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,7,53370,rewarding positive outcomes,4.028125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,8,14573,"as having, more interested",3.91640625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,9,48258,roles and fields,3.75,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/48258
safe_risky,safe_risky_choice,slightly_prompting,160,condition_reward,10,26699,making a choice,3.6875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,1,13951,sum of products for game outcomes,5.11171875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,2,59931,modifying with slightly,4.69453125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,3,19556,personality traits,4.58359375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,4,11007,"gar, gu, guarantee, assure",4.494921875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,5,20906,taking risks and responsibility,4.1078125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,6,46963,expressing certainty,4.102734375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,7,14573,"as having, more interested",4.030078125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,8,53370,rewarding positive outcomes,3.905078125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,9,26699,making a choice,3.6875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,165,condition_reward,10,48258,roles and fields,3.6598876953125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/48258
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,1,59931,modifying with slightly,5.0671875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,2,13951,sum of products for game outcomes,5.021875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,3,11007,"gar, gu, guarantee, assure",4.846875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,4,19556,personality traits,4.2640625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,5,46963,expressing certainty,4.2453125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,6,20906,taking risks and responsibility,4.113671875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,7,53370,rewarding positive outcomes,4.02890625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,8,26699,making a choice,3.6875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,9,17968,potential risks and consequences,3.626953125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/17968
safe_risky,safe_risky_choice,slightly_prompting,170,condition_reward,10,56793,guaranteed or guarantee,3.5734375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56793
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,1,13951,sum of products for game outcomes,5.04921875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,2,59931,modifying with slightly,4.54375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,3,11007,"gar, gu, guarantee, assure",4.519140625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,4,19556,personality traits,4.3359375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,5,14573,"as having, more interested",4.15625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,6,14161,significant impact or contribution,4.1240234375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14161
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,7,46963,expressing certainty,4.100390625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,8,20906,taking risks and responsibility,4.09609375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,9,53370,rewarding positive outcomes,4.012109375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,175,condition_reward,10,26699,making a choice,3.6875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,1,13951,sum of products for game outcomes,5.06015625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,2,59931,modifying with slightly,4.76640625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/59931
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,3,11007,"gar, gu, guarantee, assure",4.69765625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,4,14161,significant impact or contribution,4.38125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14161
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,5,46963,expressing certainty,4.1953125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/46963
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,6,19556,personality traits,4.12734375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/19556
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,7,20906,taking risks and responsibility,4.11484375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,8,53370,rewarding positive outcomes,4.05859375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,9,26699,making a choice,3.6734375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,slightly_prompting,180,condition_reward,10,14573,"as having, more interested",3.656640625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/14573
safe_risky,safe_risky_choice,steering,,condition,1,13951,sum of products for game outcomes,4.948169642857143,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,steering,,condition,2,26699,making a choice,3.7368861607142856,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,steering,,condition,3,47380,user's choice or preference,3.657310267857143,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/47380
safe_risky,safe_risky_choice,steering,,condition,4,28895,explanation or reason,3.119185267857143,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/28895
safe_risky,safe_risky_choice,steering,,condition,5,16735,lines following new lines,3.064732142857143,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/16735
safe_risky,safe_risky_choice,steering,,condition,6,24356,explaining a reason,2.9706138392857144,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/24356
safe_risky,safe_risky_choice,steering,,condition,7,20778,"returns, profit, rewards",2.940161830357143,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20778
safe_risky,safe_risky_choice,steering,,condition,8,53370,rewarding positive outcomes,2.8357352120535713,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/53370
safe_risky,safe_risky_choice,steering,,condition,9,20906,taking risks and responsibility,2.7374441964285716,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/20906
safe_risky,safe_risky_choice,steering,,condition,10,17968,potential risks and consequences,2.705795200892857,1400,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/17968
safe_risky,safe_risky_choice,steering,10,condition_reward,1,11251,certain + qualifier,5.05625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11251
safe_risky,safe_risky_choice,steering,10,condition_reward,2,2291,rather than,4.9578125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/2291
safe_risky,safe_risky_choice,steering,10,condition_reward,3,6083,outcome or results,4.7515625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/6083
safe_risky,safe_risky_choice,steering,10,condition_reward,4,13951,sum of products for game outcomes,4.696875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,steering,10,condition_reward,5,56793,guaranteed or guarantee,4.5609375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56793
safe_risky,safe_risky_choice,steering,10,condition_reward,6,4162,risk or possibility,4.21796875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/4162
safe_risky,safe_risky_choice,steering,10,condition_reward,7,47380,user's choice or preference,3.96015625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/47380
safe_risky,safe_risky_choice,steering,10,condition_reward,8,11007,"gar, gu, guarantee, assure",3.87421875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11007
safe_risky,safe_risky_choice,steering,10,condition_reward,9,26699,making a choice,3.8609375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/26699
safe_risky,safe_risky_choice,steering,10,condition_reward,10,2352,contrasting two options,3.840283203125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/2352
safe_risky,safe_risky_choice,steering,15,condition_reward,1,11251,certain + qualifier,4.92890625,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/11251
safe_risky,safe_risky_choice,steering,15,condition_reward,2,2291,rather than,4.6546875,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/2291
safe_risky,safe_risky_choice,steering,15,condition_reward,3,13951,sum of products for game outcomes,4.59375,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/13951
safe_risky,safe_risky_choice,steering,15,condition_reward,4,56793,guaranteed or guarantee,4.55703125,40,data/processed/games/safe_risky/open_sae_calibration,llama3.3-70b-it,50-resid-post-gf,cached_neuronpedia,https://www.neuronpedia.org/api/feature/llama3.3-70b-it/50-resid-post-gf/56793
